행정구역,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01
경기도 연천군 (4180000000),43741,43614,43552,43618,43689,43618,43566,43542,43590,43574,43531,43516,43438,43368,43063,43080,43071,43042,42985,42942,42842,42797,42739,42721,42739,42725,42784,42731,42675,42625,42584,42542,42364,42240,42153,42062,41802.0,41711.0,41705.0,41639.0,41588.0,41584.0,41487.0,41342.0,41236.0,41111.0
경기도 가평군 (4182000000),62303,62224,62262,62397,62566,62662,62632,62605,62551,62476,62495,62377,62399,62339,62049,62206,62344,62364,62348,62383,62334,62241,62253,62264,62291,62247,62221,62168,62224,62306,62297,62382,62249,62219,62197,62150,61744.0,61773.0,61976.0,62125.0,62131.0,62302.0,62274.0,62249.0,62245.0,62281.0
경기도 양평군 (4183000000),116910,116902,117025,117301,117456,117701,117931,118372,118433,118609,118778,118810,119022,119371,119260,119505,119826,120012,120419,120954,120997,121188,121154,121230,121300,121364,121726,121789,122046,122355,122671,122914,122630,122613,122463,122323,123428.0,124050.0,124241.0,124822.0,125121.0,125238.0,125381.0,125609.0,125722.0,125981.0
강원도  (4200000000),1540540,1539521,1538577,1537780,1538639,1539282,1540094,1540689,1541104,1541836,1542374,1542840,1541696,1540875,1536399,1536175,1535491,1535530,1536140,1536270,1536765,1537717,1538273,1538492,1538660,1539051,1539036,1539038,1539005,1539064,1539178,1538801,1537396,1537339,1536863,1536498,,,,,,,,,,
강원도 춘천시 (4211000000),281468,281759,281688,281492,281439,281400,281516,281854,282012,282320,282544,282765,282693,283141,282328,282326,282482,282511,282592,282714,283312,283803,284121,284594,284933,285202,285372,285575,285738,285907,286050,286352,286371,286466,286535,286664,,,,,,,,,,
강원도 원주시 (4213000000),350202,350897,351154,351421,351979,352201,352726,352964,353189,353553,353928,354376,354664,354933,354437,354536,354768,354978,355432,355767,356134,356625,357277,357757,358127,358647,358659,358838,359229,359596,359888,360051,360204,360581,360722,360807,,,,,,,,,,
강원도 강릉시 (4215000000),213328,213273,213143,213037,212929,212863,212978,212935,213055,213070,213189,213321,213412,213231,212909,212890,212681,212784,212957,213025,213151,213155,213093,212965,212907,212767,212642,212526,212414,212277,212260,212099,211867,211742,211541,211381,,,,,,,,,,
강원도 동해시 (4217000000),90417,90210,90263,90233,90366,90454,90481,90548,90575,90626,90560,90593,90416,90320,89922,89868,89968,89999,90039,90056,90073,90115,90010,90081,90045,89950,89804,89674,89618,89574,89683,89699,89465,89421,89402,89426,,,,,,,,,,
강원도 태백시 (4219000000),43681,43526,43411,43251,43254,43203,43098,42980,42937,42901,42800,42719,42586,42381,42249,42183,41718,41419,41341,41295,41145,41055,40982,40844,40750,40515,40331,40266,40163,40085,40029,39940,39637,39553,39503,39428,,,,,,,,,,
강원도 속초시 (4221000000),81840,81744,81689,81713,81792,82059,82211,82343,82457,82538,82636,82665,82652,82531,82213,82302,82241,82254,82377,82391,82476,82579,82700,82791,82771,82790,82737,82691,82725,82848,83035,82974,82824,82781,82795,82806,,,,,,,,,,
강원도 삼척시 (4223000000),66806,66478,66088,65887,65834,65753,65698,65708,65639,65544,65409,65243,64946,64680,64393,64355,64188,64073,63952,63825,63864,63833,63682,63429,63458,63730,64264,64296,64216,64165,64046,63760,63753,63687,63607,63455,,,,,,,,,,
강원도 홍천군 (4272000000),68933,68715,68630,68688,68832,68998,69232,69167,69164,69163,69192,69242,69142,69041,68751,68681,68597,68619,68573,68489,68452,68499,68482,68365,68251,68177,68047,67959,67915,67884,67784,67789,67738,67830,67881,67977,,,,,,,,,,
강원도 횡성군 (4273000000),46377,46372,46307,46232,46276,46442,46402,46409,46482,46514,46533,46472,46441,46447,46399,46510,46589,46614,46652,46635,46566,46586,46583,46481,46436,46459,46401,46595,46560,46546,46555,46543,46504,46516,46498,46532,,,,,,,,,,
강원도 영월군 (4275000000),39040,38969,38938,38762,38759,38840,38818,38773,38698,38712,38710,38662,38565,38418,38458,38417,38099,38057,38064,38055,38012,38011,37934,37904,37893,37954,38003,37970,37963,37934,37909,37904,37860,37797,37802,37728,,,,,,,,,,
강원도 평창군 (4276000000),42014,41903,41817,41758,41779,41739,41709,41742,41706,41708,41665,41681,41587,41514,41212,41188,41164,41109,41060,41050,40971,41006,41023,40996,41120,41162,41136,41084,41149,41150,41153,41112,41033,40982,40980,40990,,,,,,,,,,
강원도 정선군 (4277000000),37194,37062,37044,37036,37025,37046,37001,37006,36956,36950,36937,36870,36783,36704,36059,35990,35991,35952,35902,35838,35717,35659,35639,35675,35634,35527,35446,35401,35382,35334,35282,35210,35072,35027,34953,34931,,,,,,,,,,
강원도 철원군 (4278000000),45467,45333,45220,45093,45084,44987,44924,44833,44799,44749,44706,44699,44563,44380,44171,44169,44011,43932,43832,43691,43579,43489,43396,43340,43166,43044,42964,42916,42829,42789,42715,42655,42520,42500,42394,42256,,,,,,,,,,
강원도 화천군 (4279000000),24806,24673,24646,24627,24657,24717,24753,24802,24855,24897,24868,24857,24732,24652,24506,24446,24397,24408,24369,24342,24313,24247,24242,24195,24105,24094,24046,24050,24029,23961,23864,23806,23731,23620,23520,23388,,,,,,,,,,
강원도 양구군 (4280000000),22526,22366,22301,22375,22378,22332,22295,22329,22315,22276,22350,22278,22161,22123,22172,22114,22094,22027,21981,21972,21924,21925,21875,21748,21705,21651,21701,21700,21635,21607,21555,21522,21438,21449,21395,21383,,,,,,,,,,
강원도 인제군 (4281000000),31567,31432,31461,31506,31548,31554,31526,31571,31538,31570,31623,31694,31720,31665,31521,31508,31633,31835,31947,32034,32033,32090,32138,32165,32236,32192,32216,32198,32173,32177,32198,32213,32183,32135,32152,32206,,,,,,,,,,
강원도 고성군 (4282000000),27165,27080,27064,26959,26921,26886,26867,26857,26787,26781,26798,26757,26687,26734,26743,26760,26864,26924,26960,27005,26981,27014,27119,27249,27257,27326,27366,27382,27384,27331,27316,27264,27311,27393,27320,27274,,,,,,,,,,
강원도 양양군 (4283000000),27709,27729,27713,27710,27787,27808,27859,27868,27940,27964,27926,27946,27946,27980,27956,27932,28006,28035,28110,28086,28062,28026,27977,27913,27866,27864,27901,27917,27883,27899,27856,27908,27885,27859,27863,27866,,,,,,,,,,
충청북도  (4300000000),1599391,1598599,1597639,1596613,1596710,1597593,1597936,1598162,1598536,1599102,1599680,1600837,1599658,1599122,1595714,1596303,1596955,1597503,1597501,1597179,1596765,1596948,1597019,1597427,1597097,1597022,1597484,1597284,1597033,1597118,1597163,1596886,1595624,1595578,1595284,1595058,1594240.0,1594337.0,1594326.0,1594211.0,1594038.0,1593469.0,1592155.0,1590947.0,1591044.0,1590854.0
충청북도 청주시 (4311000000),840047,840272,840756,840938,841540,842821,843399,843782,844110,844486,844815,844993,845710,846204,845025,845534,846291,847392,847642,847965,848711,848878,849024,848482,848797,849029,848875,848795,848727,849003,849083,849290,849100,849207,849388,849573,850787.0,851653.0,852018.0,852448.0,852579.0,852189.0,851951.0,851715.0,851430.0,851790.0
충청북도 청주시 상당구 (4311100000),179626,180277,181403,182086,182516,184165,185256,185904,187003,189105,189727,190034,191363,193027,193300,193472,193673,193737,193640,193628,193680,193772,194013,193827,194105,194558,194484,194292,194117,194043,194168,194267,195041,195507,195650,196425,198390.0,199909.0,200330.0,200472.0,200484.0,200575.0,200726.0,200645.0,200448.0,200035.0
충청북도 청주시 서원구 (4311200000),202513,201704,200775,200275,199866,198950,198543,198128,197483,196472,195804,194720,194154,193371,192804,193334,193630,193472,193127,193176,193192,192953,192748,192899,192993,193031,192916,192817,192674,192503,192235,192171,191803,191661,191622,191273,188153.0,187160.0,186752.0,186595.0,186553.0,186302.0,186023.0,185733.0,185582.0,185077.0
충청북도 청주시 흥덕구 (4311300000),262504,263132,263844,264170,264709,265681,265720,265825,265838,265320,265311,265866,266196,266080,265571,265263,265316,266518,267095,267280,267592,267811,267725,267429,267504,267343,267299,267294,267488,268176,268431,268614,268260,268073,268080,268051,271669.0,272989.0,273600.0,274246.0,274583.0,274594.0,274643.0,274899.0,275085.0,276761.0
충청북도 청주시 청원구 (4311400000),195404,195159,194734,194407,194449,194025,193880,193925,193786,193589,193973,194373,193997,193726,193350,193465,193672,193665,193780,193881,194247,194342,194538,194327,194195,194097,194176,194392,194448,194281,194249,194238,193996,193966,194036,193824,192575.0,191595.0,191336.0,191135.0,190959.0,190718.0,190559.0,190438.0,190315.0,189917.0
충청북도 충주시 (4313000000),210806,210643,210423,210188,210190,210173,210228,210304,210299,210246,210313,210186,210139,210058,209443,209434,209483,209638,209602,209546,209438,209499,209484,209358,209368,209159,208946,208865,208744,208728,208725,208604,208487,208415,208346,208277,207950.0,207998.0,207943.0,207892.0,207839.0,207778.0,207761.0,207668.0,207550.0,207568.0
충청북도 제천시 (4315000000),134359,134171,133839,133638,133513,133395,133277,133170,133246,133203,133115,133018,132759,132506,132542,132643,132659,132313,132269,132090,131879,131902,131810,131591,131407,131498,132416,132243,132131,131969,131816,131693,131356,131360,131216,130988,131117.0,130858.0,130751.0,130645.0,130508.0,130194.0,129852.0,129541.0,130200.0,129900.0
충청북도 보은군 (4372000000),32899,32840,32760,32699,32653,32578,32522,32522,32522,32476,32456,32412,32364,32371,32206,32211,32180,32096,32062,32004,31893,31863,31862,31878,31871,31812,31800,31792,31807,31798,31770,31714,31587,31524,31491,31455,31241.0,31168.0,31126.0,31073.0,31063.0,31010.0,30950.0,30906.0,30884.0,30826.0
충청북도 옥천군 (4373000000),50987,50903,50791,50778,50802,50802,50768,50792,50745,50696,50619,50527,50468,50474,50337,50341,50320,50282,50312,50287,50215,50194,50184,50093,50020,49959,49887,49934,49919,49914,49934,49853,49650,49591,49547,49520,49207.0,49164.0,49137.0,49011.0,48968.0,48891.0,48863.0,48778.0,48754.0,48673.0
충청북도 영동군 (4374000000),48523,48364,48174,47963,47832,47736,47702,47706,47679,47603,47561,47475,47230,47023,46577,46497,46442,46316,46261,46139,45976,45938,45874,45773,45692,45548,45536,45509,45457,45345,45321,45281,45217,45126,45044,44956,44601.0,44436.0,44424.0,44353.0,44267.0,44195.0,44120.0,44004.0,43975.0,43909.0
충청북도 증평군 (4374500000),37424,37419,37341,37320,37302,37178,37166,37136,37122,37011,36960,36807,36807,36685,36536,36532,36536,36499,36470,36406,36388,36371,36351,36426,36583,36729,36822,36916,37003,37024,37112,37184,37213,37247,37273,37262,37410.0,37407.0,37427.0,37435.0,37444.0,37484.0,37499.0,37465.0,37400.0,37387.0
충청북도 진천군 (4375000000),81225,81301,81404,81483,81584,81742,81865,81949,82362,83090,83621,83718,83849,84116,84118,84437,84623,84746,84845,84904,84917,85051,85104,85176,85458,85557,85596,85625,85671,85817,85914,85921,85947,86082,86120,86147,85803.0,85754.0,85758.0,85751.0,85902.0,86254.0,86065.0,85958.0,86370.0,86626.0
충청북도 괴산군 (4376000000),38451,38185,37896,37694,37566,37493,37357,37354,37368,37447,37671,39393,38338,38009,37688,37567,37442,37337,37229,37101,36880,36843,36887,38122,37525,37405,37323,37301,37323,37262,37163,37110,37005,37031,37018,37055,36711.0,36625.0,36570.0,36527.0,36545.0,36590.0,36438.0,36381.0,36319.0,36264.0
충청북도 음성군 (4377000000),95006,94909,94709,94461,94336,94288,94315,94179,93813,93579,93310,93153,92945,92733,92407,92349,92213,92232,92231,92224,92027,92004,92086,92197,92113,92171,92155,92175,92186,92240,92311,92277,92199,92133,92035,92058,91698.0,91546.0,91425.0,91339.0,91227.0,91183.0,90976.0,90876.0,90542.0,90283.0
충청북도 단양군 (4380000000),29664,29592,29546,29451,29392,29387,29337,29268,29270,29265,29239,29155,29049,28943,28835,28758,28766,28652,28578,28513,28441,28405,28353,28331,28263,28155,28128,28129,28065,28018,28014,27959,27863,27862,27806,27767,27715.0,27728.0,27747.0,27737.0,27696.0,27701.0,27680.0,27655.0,27620.0,27628.0
충청남도  (4400000000),2122455,2120995,2119749,2118457,2118510,2119771,2120692,2120519,2120559,2120347,2120607,2121029,2119837,2119542,2115823,2116452,2117260,2117400,2118205,2118183,2118098,2118977,2119529,2119257,2118638,2118912,2119099,2119296,2119661,2120201,2121011,2121082,2120269,2121333,2122357,2123037,2126640.0,2127077.0,2127630.0,2128563.0,2129591.0,2130119.0,2130509.0,2131309.0,2132745.0,2133828.0
충청남도 천안시 (4413000000),652845,653816,654259,654251,655192,657514,658280,658212,658670,658911,658977,658808,658488,658295,657549,657410,657775,657503,657584,657250,657703,658107,658465,658486,658150,656925,656702,657080,657241,657214,657418,657612,657210,657701,657821,657559,658694.0,657839.0,657594.0,657326.0,656583.0,655959.0,655791.0,656478.0,657089.0,657633.0
충청남도 천안시 동남구 (4413100000),259416,259558,259474,259211,258857,258996,259219,258942,258685,258556,258269,258009,257683,257397,256931,256797,256482,256047,255891,255532,255494,255504,255471,255292,255273,255083,254934,254867,255332,255635,255838,255997,255655,255724,255640,255647,257902.0,257591.0,257373.0,257234.0,256942.0,256691.0,257698.0,259111.0,259709.0,260094.0
충청남도 천안시 서북구 (4413300000),393429,394258,394785,395040,396335,398518,399061,399270,399985,400355,400708,400799,400805,400898,400618,400613,401293,401456,401693,401718,402209,402603,402994,403194,402877,401842,401768,402213,401909,401579,401580,401615,401555,401977,402181,401912,400792.0,400248.0,400221.0,400092.0,399641.0,399268.0,398093.0,397367.0,397380.0,397539.0
충청남도 공주시 (4415000000),106294,106098,105895,105743,105611,105440,105396,105353,105192,104972,104736,104545,104442,104319,103839,103782,103752,103640,103572,103386,103329,103321,103301,103145,103021,102960,103214,103174,103090,102997,102922,102917,102848,102768,102651,102571,102692.0,102537.0,102453.0,102295.0,102184.0,102104.0,101906.0,101772.0,102138.0,102098.0
충청남도 보령시 (4418000000),100908,100836,100787,100646,100602,100647,100601,100538,100415,100336,100249,100229,99964,99673,99234,99137,99048,98993,98922,98726,98620,98535,98438,98408,98142,97967,97959,97932,97842,97779,97704,97532,97402,97268,97188,97157,96486.0,96334.0,96171.0,96068.0,95925.0,95772.0,95564.0,95260.0,94994.0,94887.0
충청남도 아산시 (4420000000),314238,313875,313733,313757,313761,313054,313319,313871,314282,314552,315279,316129,316740,317626,317933,318699,319225,320340,321170,322158,322893,323789,324552,324580,325412,327717,328576,329043,329684,330516,331190,331806,332361,332790,333602,334539,337876.0,339517.0,340566.0,341953.0,343978.0,345796.0,347243.0,348532.0,349588.0,350535.0
충청남도 서산시 (4421000000),174663,174596,174629,174645,174801,174884,175124,175272,175330,175426,175487,175591,175543,175623,175650,175817,176031,176090,176205,176360,176491,176595,176610,176645,176630,176559,176452,176435,176407,176416,176477,176512,176291,176312,176440,176413,176162.0,176125.0,176051.0,176052.0,176079.0,176011.0,175894.0,175750.0,175650.0,175646.0
충청남도 논산시 (4423000000),118781,118513,118266,118032,117812,117696,117520,117340,117226,117030,116888,116675,116587,116315,115573,115520,115431,115305,115239,115155,114942,114769,114662,114483,114430,114340,114043,113871,113659,113552,113473,113323,113018,112939,112842,112617,111407.0,111110.0,110976.0,110833.0,110704.0,110423.0,110336.0,110051.0,109865.0,109766.0
충청남도 계룡시 (4425000000),42735,42648,42663,42757,42696,42803,42772,42802,42811,42767,42848,42822,42809,43128,43182,43235,43242,43168,43209,43279,43191,43093,43105,43331,43338,43473,43419,43475,43509,43547,43499,43397,43843,44155,44328,44475,45690.0,46109.0,46287.0,46478.0,46632.0,46667.0,46716.0,46800.0,46724.0,46712.0
충청남도 당진시 (4427000000),166815,166551,166253,166136,166098,166084,166057,166067,165991,166073,166145,166249,166189,166218,166186,166333,166491,166754,166937,166805,166714,166802,166989,167092,167050,166894,166971,166893,166928,167092,167397,167479,167553,167755,167955,168253,169427.0,169579.0,169784.0,170097.0,170250.0,170302.0,170353.0,170289.0,170266.0,170279.0
충청남도 금산군 (4471000000),52120,51969,51904,51781,51746,51665,51696,51641,51563,51476,51443,51413,51262,51227,50953,50950,50932,50890,50826,50783,50629,50597,50562,50477,50335,50351,50290,50277,50245,50211,50224,50176,50111,50088,50092,50092,50285.0,50255.0,50195.0,50150.0,50120.0,50093.0,50025.0,49948.0,50129.0,50069.0
충청남도 부여군 (4476000000),66676,66548,66353,66214,66086,65919,65844,65723,65613,65528,65431,65354,65202,65039,64626,64527,64426,64361,64336,64220,64036,63923,63891,63774,63599,63488,63324,63260,63171,63129,63047,62894,62642,62523,62435,62343,61583.0,61414.0,61345.0,61252.0,61165.0,61046.0,60869.0,60731.0,60561.0,60408.0
충청남도 서천군 (4477000000),52702,52582,52494,52374,52247,52209,52223,52137,52026,51933,51926,51866,51742,51657,51361,51289,51274,51153,51072,51036,50968,50884,50798,50745,50703,50644,50597,50503,50439,50411,50373,50296,50139,50057,50009,49964,49477.0,49385.0,49314.0,49242.0,49149.0,49116.0,49037.0,48947.0,48901.0,48846.0
충청남도 청양군 (4479000000),31577,31385,31245,31139,31034,30994,30950,30863,30797,30823,30816,30948,30840,30750,30625,30658,30590,30548,30493,30429,30359,30399,30390,30440,30396,30390,30547,30532,30507,30442,30392,30335,30245,30278,30270,30266,30157.0,30117.0,30069.0,30077.0,30135.0,30168.0,30013.0,30012.0,30023.0,29971.0
충청남도 홍성군 (4480000000),100347,100245,100063,99973,100013,99980,100020,99984,99909,99844,99890,100102,99850,99753,99756,99755,99757,99440,99425,99465,99399,99407,99336,99324,99267,99264,99125,99025,98833,98767,98705,98597,98337,98099,98053,98068,96849.0,97062.0,97228.0,97345.0,97477.0,97524.0,97721.0,97946.0,98349.0,98317.0
충청남도 예산군 (4481000000),79126,78915,78881,78726,78618,78610,78609,78420,78370,78286,78146,78084,78129,78048,77585,77538,77468,77348,77284,77241,77016,76974,76830,76801,76703,76540,76443,76385,76619,76647,76643,76651,76808,77206,77329,77385,78832.0,78744.0,78664.0,78529.0,78404.0,78354.0,78310.0,78177.0,77960.0,78183.0
충청남도 태안군 (4482500000),62628,62418,62324,62283,62193,62272,62281,62296,62364,62390,62346,62214,62050,61871,61771,61802,61818,61867,61931,61890,61808,61782,61600,61526,61462,61400,61437,61411,61487,61481,61547,61555,61461,61394,61342,61335,61023.0,60950.0,60933.0,60866.0,60806.0,60784.0,60731.0,60616.0,60508.0,60478.0
전라북도  (4500000000),1817302,1815112,1812936,1811619,1810097,1808802,1808044,1807094,1806441,1805937,1805204,1804104,1802748,1801319,1797450,1796331,1794682,1794345,1793902,1792476,1791110,1789770,1788616,1786855,1785392,1783923,1782205,1780824,1779230,1778279,1776949,1775664,1772596,1771776,1770839,1769607,1761169.0,1759815.0,1758661.0,1757295.0,1756183.0,1754757.0,,,,
전라북도 전주시 (4511000000),654963,655447,655519,655713,655607,655472,655784,656149,656688,657185,657745,657432,657661,657998,657064,656755,656934,657428,657664,657577,658235,658216,657930,657269,656766,656331,655879,655601,654749,654521,653964,653581,652876,652695,652458,651495,645600.0,644909.0,644389.0,643920.0,643431.0,642727.0,,,,
전라북도 전주시 완산구 (4511100000),338977,339281,339291,338965,338482,338697,339317,339695,339975,339877,339973,339718,339406,339227,338363,338010,337822,337968,337946,337747,337671,337186,336540,335804,335292,334790,334531,334286,333703,334166,334468,334515,334252,333820,333221,332573,329241.0,328772.0,328331.0,327987.0,327654.0,327178.0,,,,
전라북도 전주시 덕진구 (4511300000),315986,316166,316228,316748,317125,316775,316467,316454,316713,317308,317772,317714,318255,318771,318701,318745,319112,319460,319718,319830,320564,321030,321390,321465,321474,321541,321348,321315,321046,320355,319496,319066,318624,318875,319237,318922,316359.0,316137.0,316058.0,315933.0,315777.0,315549.0,,,,
전라북도 군산시 (4513000000),269779,269201,268766,268667,268558,268356,268243,267982,268025,267987,267911,267859,267798,267612,266959,266878,266345,266389,266226,266026,265770,265504,265452,265304,265160,264949,264656,264358,264030,263897,263709,263500,262937,262819,262635,262467,260773.0,260675.0,260627.0,260407.0,260330.0,259980.0,,,,
전라북도 익산시 (4514000000),286997,286096,285431,285255,284746,284217,283853,283496,283064,282847,282582,282276,281539,280847,280585,280399,280152,280072,279836,279517,279207,278798,278496,278113,277664,277444,277151,276666,276376,276140,275719,275254,274525,274317,274117,273697,271394.0,270993.0,270758.0,270546.0,270261.0,270036.0,,,,
전라북도 정읍시 (4518000000),110310,110120,109951,109763,109646,109503,109355,109167,108963,108861,108681,108508,108470,108344,107710,107555,107489,107422,107349,107169,106951,106814,106634,106487,106534,106403,106187,105982,105884,105812,105702,105590,105356,105282,105176,105081,104220.0,104088.0,103984.0,103755.0,103632.0,103620.0,,,,
전라북도 남원시 (4519000000),81439,81358,81257,81170,81067,81051,81028,81062,80905,80863,80784,80662,80570,80375,80227,80196,80086,80032,80027,79933,79673,79649,79581,79431,79308,79099,79015,78967,78787,78781,78626,78474,78272,78165,78081,77948,77248.0,77135.0,77021.0,76972.0,76884.0,76781.0,,,,
전라북도 김제시 (4521000000),83803,83595,83570,83391,83384,83327,83177,83061,82914,82786,82623,82450,82326,82193,82079,82031,81593,81462,81406,81347,81177,81106,81012,80913,80933,80869,80806,80782,80836,80861,80882,81162,81158,81205,81357,81455,81833.0,81711.0,81644.0,81578.0,81502.0,81430.0,,,,
전라북도 완주군 (4571000000),92171,92201,92135,91976,91835,91841,91828,91741,91806,91553,91445,91609,91450,91422,91127,91127,91126,91024,91197,91223,91146,91093,91137,91142,91060,91072,91041,91015,91079,91134,91545,91719,91663,91711,91776,92422,96338.0,96887.0,97115.0,97304.0,97605.0,97827.0,,,,
전라북도 진안군 (4572000000),25681,25652,25621,25548,25514,25509,25477,25466,25444,25411,25351,25394,25344,25302,25252,25244,25233,25181,25113,25063,24985,24941,24974,24987,24957,24974,24961,24963,24955,24898,24823,24771,24701,24652,24598,24550,24625.0,24601.0,24544.0,24532.0,24473.0,24465.0,,,,
전라북도 무주군 (4573000000),24271,24230,24178,24127,24089,24042,24014,24024,24032,24034,24031,24036,24046,23990,23940,23912,23917,23875,23849,23834,23764,23769,23770,23748,23735,23744,23745,23745,23747,23711,23693,23645,23577,23540,23510,23489,23394.0,23370.0,23345.0,23314.0,23298.0,23251.0,,,,
전라북도 장수군 (4574000000),22382,22285,22277,22277,22230,22240,22205,22159,22149,22140,22099,22085,22081,22035,21946,21910,21902,21880,21854,21811,21755,21731,21723,21695,21683,21644,21645,21624,21626,21580,21536,21497,21464,21425,21358,21336,21081.0,21084.0,21067.0,21036.0,21009.0,20983.0,,,,
전라북도 임실군 (4575000000),28446,28253,28073,27895,27807,27783,27706,27663,27566,27508,27424,27314,27248,27179,27044,27038,27019,27009,26952,26873,26755,26717,26665,26730,26686,26705,26664,26732,26807,26678,26580,26534,26490,26498,26442,26508,26209.0,26140.0,26080.0,26053.0,25999.0,25956.0,,,,
전라북도 순창군 (4577000000),28311,28260,28155,28124,28040,28018,28016,27942,27871,27857,27805,27810,27665,27624,27474,27378,27321,27283,27219,27120,27033,26980,26922,26855,26768,26730,26689,26721,26786,26799,26791,26743,26690,26707,26707,26727,26812.0,26760.0,26760.0,26751.0,26750.0,26764.0,,,,
전라북도 고창군 (4579000000),55604,55425,55190,55021,54950,54858,54811,54727,54656,54588,54486,54529,54512,54435,54243,54222,54018,53869,53826,53739,53606,53534,53468,53386,53366,53269,53151,53112,53041,52981,52928,52836,52630,52543,52451,52338,51915.0,51836.0,51782.0,51737.0,51754.0,51750.0,,,,
전라북도 부안군 (4580000000),53145,52989,52813,52692,52624,52585,52547,52455,52358,52317,52237,52140,52038,51963,51800,51686,51547,51419,51384,51244,51053,50918,50852,50795,50772,50690,50615,50556,50527,50486,50451,50358,50257,50217,50173,50094,49727.0,49626.0,49545.0,49390.0,49255.0,49187.0,,,,
전라남도  (4600000000),1864712,1861894,1859290,1857083,1855945,1854618,1853339,1851985,1851124,1850680,1850557,1851549,1850575,1849795,1844811,1844148,1842423,1840921,1839698,1838353,1835690,1834653,1833864,1832803,1832604,1831451,1829501,1828550,1827674,1826440,1825534,1824104,1820458,1819157,1818484,1817697,1810071.0,1808339.0,1807295.0,1805823.0,1804875.0,1804217.0,1802672.0,1800352.0,1798435.0,1797199.0
전라남도 목포시 (4611000000),229744,229235,229009,228916,228587,228231,228198,226875,225684,225278,224973,224044,223362,222809,221463,221156,221020,220794,220379,219944,219552,219150,218785,218589,218700,218605,218241,218024,217912,217604,217470,217257,216909,216994,217041,216939,214858.0,214580.0,214534.0,214448.0,214294.0,214156.0,213983.0,213659.0,213376.0,213172.0
전라남도 여수시 (4613000000),282356,282062,281794,281604,281250,281121,280925,280603,280545,280584,280549,280242,280497,280213,279844,279613,278999,278481,278123,277752,277356,277008,276747,276762,276957,276544,276145,275812,275618,275544,275489,275642,275197,275011,274914,274765,272826.0,272503.0,272375.0,272151.0,271949.0,271696.0,271413.0,271098.0,270786.0,270634.0
전라남도 순천시 (4615000000),281014,281347,281873,281349,280795,281054,281366,281999,282200,282676,282618,282189,282618,282336,282104,282069,281745,281816,281883,281878,281977,281787,281587,281436,280699,280607,280719,280478,280386,280195,279980,279593,279222,279069,278809,278737,278810.0,278807.0,278587.0,278402.0,278259.0,278137.0,277950.0,277646.0,277539.0,277342.0
